BARRIO;METROS;HABITACIONES;PRECIO_TOTAL;PRECIO_M2;PRECIO_M2_BARRIO;DIFERENCIA;OPORTUNIDAD
Puente de Vallecas;60;1;367.449 €;6124;5881;243.16;NORMAL
San Blas;89;2;494.151 €;5552;5931;-378.73;NORMAL
Villa de Vallecas;125;2;547.330 €;4379;4029;349.64;NORMAL
Salamanca;137;2;522.480 €;3814;3214;599.72;NORMAL
Hortaleza;71;5;258.737 €;3644;3627;17.19;NORMAL
Retiro;92;1;291.188 €;3165;3104;61.09;NORMAL
Vicalvaro;88;4;281.185 €;3195;3107;88.29;NORMAL
Chamberi;93;1;575.661 €;6190;5365;824.91;NORMAL
Latina;70;1;348.217 €;4975;5731;-756.46;OPORTUNIDAD
Villa de Vallecas;79;1;291.924 €;3695;3478;217.24;NORMAL
Latina;43;5;168.910 €;3928;4055;-126.84;NORMAL
Ciudad Lineal;123;1;423.867 €;3446;3271;175.08;NORMAL
Moratalaz;116;4;859.924 €;7413;6738;675.15;NORMAL
Retiro;146;5;355.849 €;2437;2892;-454.67;OPORTUNIDAD
Moratalaz;138;3;455.763 €;3303;3486;-183.36;NORMAL
San Blas;132;4;619.539 €;4693;4992;-298.52;NORMAL
Centro;65;3;474.739 €;7304;6176;1127.69;NORMAL
Ciudad Lineal;136;4;705.458 €;5187;5021;166.2;NORMAL
Carabanchel;56;1;144.749 €;2585;2936;-351.19;OPORTUNIDAD
Moratalaz;114;2;894.835 €;7849;6649;1200.44;NORMAL
Usera;64;5;196.314 €;3067;2619;448.41;NORMAL
Arganzuela;121;5;480.347 €;3970;4162;-192.19;NORMAL
Moratalaz;95;4;406.560 €;4280;5085;-805.41;OPORTUNIDAD
Villa de Vallecas;69;2;390.250 €;5656;5218;437.81;NORMAL
Chamberi;102;5;566.601 €;5555;6351;-796.08;OPORTUNIDAD
Carabanchel;98;5;336.050 €;3429;3688;-258.91;NORMAL
Chamartin;139;3;581.253 €;4182;4542;-360.32;NORMAL
Arganzuela;55;2;178.119 €;3239;3758;-519.47;OPORTUNIDAD
Vicalvaro;44;4;135.616 €;3082;3641;-558.8;OPORTUNIDAD
Arganzuela;130;1;426.728 €;3283;3403;-120.47;NORMAL
Chamartin;40;5;207.391 €;5185;4852;332.79;NORMAL
Barajas;57;5;398.815 €;6997;5981;1015.76;NORMAL
San Blas;55;2;217.350 €;3952;4896;-944.17;OPORTUNIDAD
Retiro;145;1;698.134 €;4815;5340;-525.28;NORMAL
Arganzuela;122;2;646.777 €;5301;6095;-793.55;OPORTUNIDAD
Villaverde;127;5;984.044 €;7748;6658;1090.38;NORMAL
Barajas;140;4;742.341 €;5302;5043;259.44;NORMAL
Puente de Vallecas;122;4;541.918 €;4442;4686;-244.04;NORMAL
Usera;148;4;466.204 €;3150;3932;-781.97;OPORTUNIDAD
Salamanca;74;4;507.812 €;6862;6928;-65.67;NORMAL
Tetuan;88;3;233.625 €;2655;2847;-192.16;NORMAL
Villa de Vallecas;124;3;450.379 €;3632;3816;-183.91;NORMAL
Puente de Vallecas;43;5;291.454 €;6778;6149;629.02;NORMAL
Usera;68;2;318.416 €;4683;5044;-361.4;NORMAL
Chamartin;48;4;223.857 €;4664;5788;-1124.29;OPORTUNIDAD
Retiro;93;5;435.655 €;4684;5457;-772.53;OPORTUNIDAD
Arganzuela;94;5;427.005 €;4543;4705;-162.39;NORMAL
Barajas;58;3;216.232 €;3728;3480;248.15;NORMAL
Villaverde;149;2;1.132.858 €;7603;6518;1085.08;NORMAL
Ciudad Lineal;142;1;775.955 €;5464;5742;-277.53;NORMAL
Retiro;108;4;456.411 €;4226;4762;-535.96;OPORTUNIDAD
Salamanca;135;1;402.643 €;2983;2944;38.54;NORMAL
Chamartin;144;5;314.561 €;2184;2588;-403.55;OPORTUNIDAD
Salamanca;113;2;342.097 €;3027;3502;-474.59;OPORTUNIDAD
Moncloa;107;3;434.564 €;4061;4633;-571.65;OPORTUNIDAD
Latina;52;3;303.697 €;5840;6382;-541.66;NORMAL
Moncloa;70;4;225.956 €;3228;3373;-145.05;NORMAL
Centro;92;4;420.837 €;4574;4935;-360.68;NORMAL
Tetuan;75;3;363.547 €;4847;4180;667.3;NORMAL
Chamartin;101;1;351.815 €;3483;3614;-130.68;NORMAL
Moncloa;115;5;758.212 €;6593;5901;692.15;NORMAL
Latina;79;3;267.961 €;3392;3464;-72.09;NORMAL
San Blas;51;3;246.013 €;4824;5451;-627.2;OPORTUNIDAD
Vicalvaro;150;4;1.030.180 €;6868;6158;709.87;NORMAL
Latina;73;3;387.636 €;5310;4767;543.09;NORMAL
Usera;107;2;532.103 €;4973;6216;-1243.07;OPORTUNIDAD
Hortaleza;60;2;186.384 €;3106;3374;-267.59;NORMAL
Moncloa;148;5;621.927 €;4202;5019;-816.78;OPORTUNIDAD
Chamberi;89;3;337.632 €;3794;4378;-584.38;OPORTUNIDAD
Villaverde;102;4;629.685 €;6173;5812;361.38;NORMAL
Puente de Vallecas;74;1;398.260 €;5382;6502;-1120.1;OPORTUNIDAD
San Blas;146;5;919.188 €;6296;5793;502.81;NORMAL
Vicalvaro;72;1;247.190 €;3433;4006;-572.8;OPORTUNIDAD
Vicalvaro;92;4;509.885 €;5542;6614;-1071.76;OPORTUNIDAD
Usera;58;1;255.235 €;4401;5433;-1032.39;OPORTUNIDAD
Chamartin;111;3;306.230 €;2759;3269;-510.17;OPORTUNIDAD
Hortaleza;71;4;423.555 €;5966;5905;60.57;NORMAL
Tetuan;100;2;695.298 €;6953;5968;984.98;NORMAL
Latina;136;1;501.375 €;3687;3955;-268.41;NORMAL
Latina;88;5;329.960 €;3750;3347;402.56;NORMAL
Chamartin;62;4;192.929 €;3112;3260;-148.23;NORMAL
Centro;83;2;344.706 €;4153;4497;-343.9;NORMAL
Hortaleza;59;1;294.451 €;4991;5334;-343.29;NORMAL
Salamanca;133;1;627.188 €;4716;4415;300.71;NORMAL
Villa de Vallecas;131;3;527.150 €;4024;3990;34.05;NORMAL
Usera;131;3;328.941 €;2511;2654;-143.0;NORMAL
Moratalaz;95;3;490.511 €;5163;6224;-1060.72;OPORTUNIDAD
Puente de Vallecas;127;5;711.088 €;5599;5978;-378.88;NORMAL
Vicalvaro;112;4;706.911 €;6312;6408;-96.29;NORMAL
Chamberi;90;3;653.280 €;7259;6593;665.67;NORMAL
Moratalaz;121;2;646.537 €;5343;4939;404.28;NORMAL
Salamanca;134;4;908.232 €;6778;6211;566.85;NORMAL
Chamberi;127;5;299.605 €;2359;2596;-236.91;NORMAL
Ciudad Lineal;133;1;392.276 €;2949;2911;38.45;NORMAL
Retiro;137;1;443.599 €;3238;2982;255.95;NORMAL
Usera;59;5;214.701 €;3639;3639;0.01;NORMAL
Salamanca;65;4;309.698 €;4765;5086;-321.41;NORMAL
Usera;61;1;303.220 €;4971;5047;-76.17;NORMAL
Moncloa;144;5;908.496 €;6309;5390;919.0;NORMAL
Arganzuela;140;2;587.306 €;4195;3518;677.05;NORMAL
Moratalaz;109;4;591.248 €;5424;4969;455.29;NORMAL
Arganzuela;138;1;650.751 €;4716;5043;-327.41;NORMAL
Centro;131;5;315.492 €;2408;2792;-383.66;OPORTUNIDAD
Puente de Vallecas;95;5;673.179 €;7086;6570;516.1;NORMAL
Barajas;144;4;961.766 €;6679;6064;614.94;NORMAL
Puente de Vallecas;144;3;879.653 €;6109;6891;-782.3;OPORTUNIDAD
Retiro;82;1;513.407 €;6261;5597;664.06;NORMAL
Vicalvaro;110;5;407.538 €;3705;3449;255.9;NORMAL
Centro;65;5;212.407 €;3268;3004;263.81;NORMAL
Retiro;137;5;768.469 €;5609;4925;684.27;NORMAL
San Blas;40;5;180.674 €;4517;5247;-730.15;OPORTUNIDAD
Villa de Vallecas;63;1;401.994 €;6381;5627;753.86;NORMAL
Vicalvaro;124;5;386.138 €;3114;2628;486.02;NORMAL
Centro;131;2;366.779 €;2800;2705;94.85;NORMAL
San Blas;75;1;379.990 €;5067;5967;-900.46;OPORTUNIDAD
Ciudad Lineal;139;4;399.612 €;2875;2895;-20.09;NORMAL
Chamartin;120;2;966.082 €;8051;6728;1322.69;NORMAL
Puente de Vallecas;95;1;429.385 €;4520;5435;-915.16;OPORTUNIDAD
Retiro;135;1;424.517 €;3145;3373;-228.43;NORMAL
Moncloa;122;4;977.588 €;8013;6964;1049.02;NORMAL
Usera;48;5;142.392 €;2967;2863;103.5;NORMAL
Hortaleza;63;3;343.740 €;5456;6632;-1175.8;OPORTUNIDAD
Moncloa;93;3;247.656 €;2663;2843;-180.03;NORMAL
Barajas;79;5;467.742 €;5921;5005;915.79;NORMAL
Moratalaz;41;1;186.509 €;4549;5167;-617.99;OPORTUNIDAD
Arganzuela;119;4;306.659 €;2577;2857;-280.03;NORMAL
Retiro;131;5;485.196 €;3704;3460;243.79;NORMAL
Vicalvaro;48;1;327.559 €;6824;6796;28.15;NORMAL
Tetuan;103;2;303.244 €;2944;2789;155.12;NORMAL
Vicalvaro;50;5;319.951 €;6399;6255;144.04;NORMAL
Villa de Vallecas;125;5;363.761 €;2910;3404;-493.9;OPORTUNIDAD
Retiro;129;3;701.521 €;5438;5999;-560.85;NORMAL
Salamanca;43;1;156.572 €;3641;3052;589.23;NORMAL
Hortaleza;80;3;527.908 €;6599;5984;614.86;NORMAL
Arganzuela;62;5;204.093 €;3292;2955;336.83;NORMAL
Tetuan;127;3;671.103 €;5284;4708;576.28;NORMAL
Usera;74;5;276.564 €;3737;3173;564.35;NORMAL
Retiro;141;5;567.785 €;4027;4074;-47.16;NORMAL
Villaverde;141;5;891.274 €;6321;5325;996.1;NORMAL
Salamanca;138;3;827.049 €;5993;5278;715.11;NORMAL
Carabanchel;146;4;528.759 €;3622;3895;-273.36;NORMAL
Vicalvaro;74;5;384.259 €;5193;5151;41.7;NORMAL
Puente de Vallecas;54;3;266.480 €;4935;5695;-760.18;OPORTUNIDAD
Latina;126;1;629.015 €;4992;4390;602.19;NORMAL
Chamartin;141;4;582.563 €;4132;5133;-1001.34;OPORTUNIDAD
Latina;64;4;308.933 €;4827;5202;-374.92;NORMAL
Barajas;134;1;799.912 €;5969;5573;396.5;NORMAL
Villaverde;96;5;483.056 €;5032;4931;100.84;NORMAL
Villa de Vallecas;121;1;863.174 €;7134;6387;746.68;NORMAL
San Blas;127;4;956.583 €;7532;6459;1073.15;NORMAL
Moratalaz;82;4;456.551 €;5568;4721;846.7;NORMAL
Puente de Vallecas;141;2;712.083 €;5050;6291;-1240.76;OPORTUNIDAD
Usera;92;2;389.626 €;4235;4179;56.07;NORMAL
Usera;120;2;606.361 €;5053;5465;-411.99;NORMAL
Moncloa;70;3;375.856 €;5369;4617;752.37;NORMAL
Vicalvaro;68;1;255.196 €;3753;3867;-114.12;NORMAL
Chamartin;140;3;1.006.167 €;7187;6405;781.91;NORMAL
Villaverde;42;2;262.802 €;6257;6903;-645.8;NORMAL
Retiro;144;4;478.775 €;3325;3545;-220.17;NORMAL
Puente de Vallecas;117;2;883.728 €;7553;6881;672.24;NORMAL
Barajas;96;4;242.198 €;2523;2760;-237.1;NORMAL
Usera;63;3;297.116 €;4716;4588;128.13;NORMAL
Centro;82;1;516.008 €;6293;5535;757.79;NORMAL
Chamartin;48;3;169.274 €;3527;3803;-276.45;NORMAL
Moratalaz;55;1;282.880 €;5143;4691;452.28;NORMAL
Moratalaz;49;2;127.611 €;2604;3253;-648.68;OPORTUNIDAD
Usera;57;3;254.981 €;4473;4680;-206.64;NORMAL
Usera;139;3;509.745 €;3667;3178;489.24;NORMAL
Carabanchel;145;1;522.403 €;3603;3267;335.78;NORMAL
Villa de Vallecas;75;5;269.095 €;3588;4233;-645.06;OPORTUNIDAD
Hortaleza;80;1;309.346 €;3867;4084;-217.17;NORMAL
Chamartin;116;5;646.422 €;5573;5664;-91.39;NORMAL
Arganzuela;150;1;947.570 €;6317;5992;325.13;NORMAL
Villaverde;123;3;597.038 €;4854;4691;162.97;NORMAL
Moratalaz;98;5;329.390 €;3361;3514;-152.87;NORMAL
Moratalaz;54;4;259.394 €;4804;4796;7.61;NORMAL
Barajas;80;2;191.786 €;2397;2787;-389.66;OPORTUNIDAD
Centro;74;2;548.027 €;7406;6512;893.77;NORMAL
San Blas;56;3;211.124 €;3770;3693;77.09;NORMAL
Carabanchel;61;3;299.780 €;4914;4883;31.44;NORMAL
Tetuan;109;4;418.116 €;3836;4716;-880.07;OPORTUNIDAD
Chamartin;54;3;207.863 €;3849;4145;-295.68;NORMAL
Tetuan;44;5;216.927 €;4930;5083;-152.83;NORMAL
Centro;121;3;564.537 €;4666;4258;407.6;NORMAL
Moncloa;84;1;596.813 €;7105;6276;828.92;NORMAL
Chamartin;40;3;134.157 €;3354;3561;-207.07;NORMAL
Chamberi;93;3;269.086 €;2893;2875;18.4;NORMAL
Carabanchel;144;5;630.082 €;4376;4933;-557.43;OPORTUNIDAD
Moratalaz;112;3;577.323 €;5155;5515;-360.32;NORMAL
Salamanca;122;2;910.835 €;7466;6304;1161.87;NORMAL
Ciudad Lineal;73;2;281.192 €;3852;3273;578.95;NORMAL
Villa de Vallecas;98;2;287.717 €;2936;2619;316.89;NORMAL
Arganzuela;124;1;654.050 €;5275;5115;159.6;NORMAL
Salamanca;73;1;533.263 €;7305;6726;578.98;NORMAL
Villaverde;114;4;590.896 €;5183;4776;407.3;NORMAL
Ciudad Lineal;81;1;282.863 €;3492;3986;-493.85;OPORTUNIDAD
Vicalvaro;128;4;486.762 €;3803;4303;-500.17;OPORTUNIDAD
San Blas;51;3;130.252 €;2554;2788;-234.03;NORMAL
Latina;146;5;465.448 €;3188;3440;-252.0;NORMAL
Moratalaz;100;3;670.897 €;6709;6511;197.98;NORMAL
Chamartin;136;5;403.429 €;2966;2643;323.39;NORMAL
Ciudad Lineal;85;1;460.338 €;5416;6071;-655.25;OPORTUNIDAD
Centro;93;1;456.693 €;4911;4268;642.68;NORMAL
Moratalaz;83;1;385.572 €;4645;5295;-649.55;OPORTUNIDAD
Villa de Vallecas;49;4;301.543 €;6154;5892;261.94;NORMAL
Moratalaz;123;4;693.191 €;5636;5658;-22.29;NORMAL
Villa de Vallecas;78;2;569.289 €;7299;6585;713.58;NORMAL
Salamanca;64;5;450.051 €;7032;6636;396.06;NORMAL
Puente de Vallecas;93;2;407.520 €;4382;5423;-1041.06;OPORTUNIDAD
Tetuan;84;2;507.026 €;6036;5797;239.02;NORMAL
Retiro;101;4;606.296 €;6003;5643;359.94;NORMAL
Chamberi;123;3;506.504 €;4118;4040;77.92;NORMAL
Moratalaz;46;5;288.992 €;6282;5408;874.45;NORMAL
Arganzuela;66;5;235.413 €;3567;2991;575.88;NORMAL
Latina;120;4;440.795 €;3673;4214;-540.7;OPORTUNIDAD
Villa de Vallecas;54;2;273.528 €;5065;5309;-243.66;NORMAL
Barajas;111;4;500.609 €;4510;5293;-783.01;OPORTUNIDAD
Salamanca;106;4;387.913 €;3660;4097;-437.43;OPORTUNIDAD
Villaverde;80;1;306.765 €;3835;4445;-610.43;OPORTUNIDAD
Tetuan;65;1;389.813 €;5997;5462;535.12;NORMAL
Moratalaz;108;4;582.939 €;5398;4958;439.59;NORMAL
Barajas;148;1;961.166 €;6494;5869;625.37;NORMAL
Carabanchel;81;2;463.775 €;5726;6910;-1184.38;OPORTUNIDAD
Chamberi;145;1;436.490 €;3010;3173;-162.72;NORMAL
Moncloa;117;3;625.917 €;5350;4666;683.72;NORMAL
Latina;138;5;764.012 €;5536;4746;790.32;NORMAL
Hortaleza;91;4;318.953 €;3505;3376;128.99;NORMAL
Ciudad Lineal;44;4;166.489 €;3784;4345;-561.15;OPORTUNIDAD
Tetuan;138;3;610.450 €;4424;5308;-884.45;OPORTUNIDAD
Usera;51;3;290.868 €;5703;5540;163.29;NORMAL
Puente de Vallecas;86;5;510.556 €;5937;6434;-497.3;NORMAL
Arganzuela;142;2;536.571 €;3779;3206;572.67;NORMAL
Chamberi;122;5;727.157 €;5960;6762;-801.69;OPORTUNIDAD
Villaverde;122;2;523.164 €;4288;4340;-51.77;NORMAL
Carabanchel;66;3;324.467 €;4916;5909;-992.83;OPORTUNIDAD
Salamanca;149;1;842.673 €;5656;6068;-412.47;NORMAL
Ciudad Lineal;85;1;397.281 €;4674;4010;663.89;NORMAL
Latina;65;5;352.563 €;5424;5143;281.06;NORMAL
Ciudad Lineal;132;1;423.206 €;3206;3853;-646.89;OPORTUNIDAD
Latina;101;4;466.692 €;4621;4832;-211.29;NORMAL
Usera;74;3;378.153 €;5110;5818;-707.82;OPORTUNIDAD
Hortaleza;68;3;291.489 €;4287;5134;-847.39;OPORTUNIDAD
Moncloa;109;5;584.916 €;5366;5489;-122.79;NORMAL
Moncloa;71;1;328.808 €;4631;4606;25.11;NORMAL
Moratalaz;62;1;313.455 €;5056;5225;-169.27;NORMAL
Chamberi;58;1;252.235 €;4349;4160;188.89;NORMAL
Villaverde;144;2;866.325 €;6016;6882;-865.85;OPORTUNIDAD
Retiro;114;5;484.620 €;4251;4376;-124.94;NORMAL
Chamartin;122;1;372.805 €;3056;2650;405.78;NORMAL
Chamberi;117;1;508.007 €;4342;4095;246.94;NORMAL
Chamartin;60;4;307.518 €;5125;4814;311.31;NORMAL
Moratalaz;85;1;631.586 €;7430;6783;647.43;NORMAL
Hortaleza;102;3;236.586 €;2319;2519;-199.53;NORMAL
Villa de Vallecas;147;1;637.904 €;4339;4380;-40.51;NORMAL
Vicalvaro;140;3;1.023.192 €;7309;6308;1000.52;NORMAL
Usera;150;2;954.067 €;6360;5555;805.45;NORMAL
Villa de Vallecas;125;4;863.946 €;6912;6097;814.57;NORMAL
Vicalvaro;139;2;833.480 €;5996;6816;-819.73;OPORTUNIDAD
Centro;89;4;335.700 €;3772;4242;-470.09;OPORTUNIDAD
Retiro;101;1;490.213 €;4854;5331;-477.4;NORMAL
Retiro;60;2;372.460 €;6208;5531;676.68;NORMAL
Chamberi;97;2;272.234 €;2807;2649;157.54;NORMAL
Usera;145;4;396.004 €;2731;2761;-29.94;NORMAL
Villaverde;44;5;156.366 €;3554;3085;468.79;NORMAL
Chamberi;142;3;746.008 €;5254;6063;-809.42;OPORTUNIDAD
Vicalvaro;72;4;340.639 €;4731;5501;-769.89;OPORTUNIDAD
Hortaleza;65;2;332.231 €;5111;4842;269.25;NORMAL
Barajas;78;5;212.286 €;2722;2935;-213.37;NORMAL
Moratalaz;110;3;578.552 €;5260;5536;-276.43;NORMAL
Villa de Vallecas;104;2;459.659 €;4420;3863;556.81;NORMAL
Moratalaz;138;3;508.298 €;3683;4063;-379.68;NORMAL
Moratalaz;42;2;229.420 €;5462;5023;439.39;NORMAL
Tetuan;140;1;609.399 €;4353;3935;417.86;NORMAL
Centro;132;5;610.517 €;4625;4919;-293.86;NORMAL
Villa de Vallecas;63;2;279.252 €;4433;5141;-708.42;OPORTUNIDAD
Ciudad Lineal;129;1;375.895 €;2914;2963;-49.08;NORMAL
Vicalvaro;126;1;837.602 €;6648;6178;469.64;NORMAL
Arganzuela;124;2;608.264 €;4905;4866;39.36;NORMAL
Retiro;109;5;471.699 €;4328;4488;-160.48;NORMAL
Salamanca;99;2;541.982 €;5475;5834;-359.43;NORMAL
Barajas;145;4;505.630 €;3487;4067;-579.89;OPORTUNIDAD
Villaverde;83;3;369.191 €;4448;5304;-855.91;OPORTUNIDAD
Chamartin;42;4;302.235 €;7196;6396;800.08;NORMAL
Centro;45;1;235.333 €;5230;5448;-218.37;NORMAL
Moncloa;132;3;509.571 €;3860;3589;271.39;NORMAL
Hortaleza;149;1;474.967 €;3188;3123;64.7;NORMAL
Arganzuela;42;3;195.131 €;4646;5283;-637.0;OPORTUNIDAD
Puente de Vallecas;129;2;493.276 €;3824;4569;-745.15;OPORTUNIDAD
Barajas;111;5;627.830 €;5656;4985;671.13;NORMAL
Moncloa;108;5;418.683 €;3877;3496;380.7;NORMAL
San Blas;81;5;311.383 €;3844;4680;-835.76;OPORTUNIDAD
Vicalvaro;111;5;486.796 €;4386;3911;474.56;NORMAL
Chamartin;140;5;890.242 €;6359;6585;-226.12;NORMAL
Salamanca;150;4;1.198.275 €;7989;6857;1131.5;NORMAL
Chamartin;41;4;205.307 €;5007;5668;-660.5;OPORTUNIDAD
Moratalaz;59;4;310.875 €;5269;5931;-661.92;OPORTUNIDAD
San Blas;140;3;537.519 €;3839;3813;26.42;NORMAL
Retiro;57;1;135.824 €;2383;2882;-499.12;OPORTUNIDAD
San Blas;57;3;121.838 €;2138;2536;-398.48;OPORTUNIDAD
Barajas;89;2;440.133 €;4945;4951;-5.67;NORMAL
Vicalvaro;116;3;574.009 €;4948;5759;-810.64;OPORTUNIDAD
Ciudad Lineal;123;3;393.071 €;3196;3727;-531.3;OPORTUNIDAD
Moratalaz;146;1;1.121.389 €;7681;6451;1229.75;NORMAL
Moratalaz;71;4;473.999 €;6676;6120;556.05;NORMAL
Moratalaz;74;5;385.062 €;5204;4937;266.55;NORMAL
Hortaleza;62;2;241.325 €;3892;4366;-473.66;OPORTUNIDAD
Salamanca;131;4;515.076 €;3932;4198;-266.11;NORMAL
Barajas;105;2;297.341 €;2832;3509;-677.17;OPORTUNIDAD
Usera;44;3;289.317 €;6575;5688;887.39;NORMAL
Puente de Vallecas;63;2;319.119 €;5065;4884;181.39;NORMAL
Chamartin;59;4;208.318 €;3531;3692;-161.18;NORMAL
Ciudad Lineal;150;4;697.118 €;4647;5425;-777.54;OPORTUNIDAD
Chamberi;104;2;493.839 €;4748;4606;142.46;NORMAL
Hortaleza;88;5;469.567 €;5336;6115;-779.0;OPORTUNIDAD
Usera;124;3;766.689 €;6183;6855;-672.02;NORMAL
Puente de Vallecas;76;3;348.731 €;4589;4741;-152.43;NORMAL
Ciudad Lineal;44;2;152.247 €;3460;2986;474.16;NORMAL
Retiro;125;5;396.398 €;3171;2690;481.19;NORMAL
Carabanchel;90;2;376.722 €;4186;4735;-549.19;OPORTUNIDAD
Latina;119;1;700.266 €;5885;5033;851.59;NORMAL
Chamberi;68;5;341.284 €;5019;5466;-447.12;NORMAL
Chamberi;141;3;465.534 €;3302;2823;478.66;NORMAL
Carabanchel;111;1;759.336 €;6841;5899;941.87;NORMAL
Vicalvaro;134;5;538.888 €;4022;4615;-593.45;OPORTUNIDAD
Latina;76;3;521.736 €;6865;6219;645.95;NORMAL
Moncloa;73;2;234.383 €;3211;3795;-584.26;OPORTUNIDAD
Tetuan;121;5;457.784 €;3783;3739;44.34;NORMAL
Usera;148;4;1.008.334 €;6813;5986;827.07;NORMAL
Puente de Vallecas;140;5;564.119 €;4029;5032;-1002.57;OPORTUNIDAD
Latina;145;2;637.144 €;4394;5388;-993.9;OPORTUNIDAD
Salamanca;83;3;369.517 €;4452;3937;515.02;NORMAL
San Blas;127;3;418.638 €;3296;3477;-180.63;NORMAL
Usera;118;1;771.951 €;6542;5867;674.96;NORMAL
Hortaleza;103;4;811.891 €;7882;6957;925.44;NORMAL
Moncloa;89;2;674.654 €;7580;6687;893.38;NORMAL
Carabanchel;112;4;381.132 €;3403;4087;-684.03;OPORTUNIDAD
Villaverde;97;1;439.119 €;4527;5454;-926.99;OPORTUNIDAD
Carabanchel;132;4;382.293 €;2896;2925;-28.83;NORMAL
Barajas;84;2;294.799 €;3510;3672;-162.48;NORMAL
Usera;145;5;725.343 €;5002;5594;-591.63;OPORTUNIDAD
Puente de Vallecas;60;5;254.437 €;4241;4402;-161.38;NORMAL
Hortaleza;126;2;472.280 €;3748;3969;-220.74;NORMAL
Latina;119;1;496.626 €;4173;4678;-504.67;OPORTUNIDAD
Usera;41;3;143.391 €;3497;2962;535.36;NORMAL
Chamartin;64;5;403.276 €;6301;5977;324.19;NORMAL
Puente de Vallecas;68;1;287.258 €;4224;4984;-759.62;OPORTUNIDAD
Hortaleza;130;2;432.251 €;3325;3791;-465.99;OPORTUNIDAD
Centro;78;2;498.126 €;6386;5521;865.24;NORMAL
San Blas;56;5;352.318 €;6291;6257;34.4;NORMAL
Salamanca;136;3;479.096 €;3523;3422;100.76;NORMAL
Moncloa;126;2;576.493 €;4575;4747;-171.66;NORMAL
Vicalvaro;138;3;752.722 €;5455;5622;-167.49;NORMAL
Arganzuela;53;3;334.358 €;6309;6248;60.64;NORMAL
Tetuan;77;2;470.129 €;6106;5533;572.58;NORMAL
Centro;133;4;647.794 €;4871;5391;-520.36;NORMAL
Retiro;71;1;195.187 €;2749;3299;-549.88;OPORTUNIDAD
San Blas;131;2;724.970 €;5534;6010;-475.88;NORMAL
Vicalvaro;78;3;309.101 €;3963;3534;428.84;NORMAL
Hortaleza;89;2;577.095 €;6484;6295;189.22;NORMAL
Salamanca;85;3;387.818 €;4563;4575;-12.43;NORMAL
Puente de Vallecas;84;3;500.220 €;5955;5272;683.01;NORMAL
Carabanchel;46;2;261.671 €;5689;5213;475.5;NORMAL
Tetuan;68;1;158.253 €;2327;2672;-344.74;OPORTUNIDAD
Puente de Vallecas;146;4;480.437 €;3291;3975;-684.33;OPORTUNIDAD
Villaverde;136;4;614.141 €;4516;3979;536.74;NORMAL
Puente de Vallecas;133;3;981.821 €;7382;6212;1170.12;NORMAL
San Blas;74;4;313.178 €;4232;3831;401.14;NORMAL
Moratalaz;50;5;301.682 €;6034;6918;-884.34;OPORTUNIDAD
Vicalvaro;67;4;249.851 €;3729;4329;-599.88;OPORTUNIDAD
Carabanchel;86;5;417.812 €;4858;4668;190.28;NORMAL
Vicalvaro;79;4;409.223 €;5180;6026;-845.96;OPORTUNIDAD
Villaverde;136;1;791.638 €;5821;6192;-371.13;NORMAL
Puente de Vallecas;94;5;325.239 €;3460;3512;-52.0;NORMAL
Carabanchel;98;2;457.998 €;4673;4538;135.45;NORMAL
Arganzuela;69;2;201.996 €;2927;3553;-625.52;OPORTUNIDAD
Barajas;91;1;226.287 €;2487;2578;-91.33;NORMAL
Moratalaz;96;1;675.010 €;7031;6297;734.36;NORMAL
Retiro;97;2;492.989 €;5082;5775;-692.63;OPORTUNIDAD
Usera;82;2;302.132 €;3685;3911;-226.46;NORMAL
Latina;112;2;443.343 €;3958;3502;456.42;NORMAL
San Blas;122;2;623.425 €;5110;5261;-150.96;NORMAL
Villaverde;103;1;283.399 €;2751;2814;-62.55;NORMAL
Moratalaz;70;1;492.136 €;7031;6237;793.52;NORMAL
Ciudad Lineal;105;2;637.109 €;6068;6084;-16.29;NORMAL
Chamartin;115;5;394.459 €;3430;2952;478.08;NORMAL
Moncloa;116;2;599.653 €;5169;5725;-555.58;NORMAL
Latina;58;2;248.586 €;4286;3710;575.98;NORMAL
Villaverde;122;5;721.109 €;5911;5441;469.73;NORMAL
Hortaleza;45;1;186.562 €;4146;4163;-17.16;NORMAL
Tetuan;149;2;761.268 €;5109;6262;-1152.82;OPORTUNIDAD
Hortaleza;137;2;688.598 €;5026;6271;-1244.73;OPORTUNIDAD
San Blas;142;5;921.694 €;6491;5527;963.8;NORMAL
Retiro;88;3;521.349 €;5924;6372;-447.57;NORMAL
Moncloa;47;4;253.754 €;5399;4713;686.04;NORMAL
Vicalvaro;134;2;756.696 €;5647;5406;240.99;NORMAL
Barajas;144;5;550.652 €;3824;3284;539.98;NORMAL
Chamberi;116;5;605.431 €;5219;4668;551.24;NORMAL
San Blas;74;2;485.498 €;6561;5795;765.79;NORMAL
Tetuan;140;2;861.653 €;6155;5492;662.67;NORMAL
Usera;103;3;647.105 €;6283;6260;22.58;NORMAL
Usera;122;5;698.228 €;5723;4788;935.18;NORMAL
Carabanchel;140;4;563.618 €;4026;3817;208.85;NORMAL
Villa de Vallecas;136;4;777.433 €;5716;5185;531.42;NORMAL
Usera;87;3;421.834 €;4849;4109;739.67;NORMAL
Salamanca;89;4;493.376 €;5544;6128;-584.45;NORMAL
